English,POS,Chinese_1,Chinese_2,Example,Course,Date,Correct,Total,srs_interval,srs_ease,srs_due,srs_streak,srs_last_review
smoke,,抽菸,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
cheat,,欺騙、作弊,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
laugh,,大笑,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
sign,,簽名,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
choose,,選擇,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
lay,,平躺,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
stand,,站立,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
clap,,拍(手),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
leave,,離開、遺留,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
steal,,偷,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
close,,關閉,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
lick,,舔,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
strike,,侵襲、擊,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
come,,來,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
lift,,提(高),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
take,,拿取,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
control,,控制,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
list,,列(清單),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
tell,,告訴,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
collect,,選擇,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
lock,,鎖,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
throw,,丟、擲,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
comment,,下評論,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
make,,製作,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
touch,,碰觸、摸到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
correct,,修正,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
meet,,碰面、符合,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
trace,,追蹤,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
copy,,拷貝、影印,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
trap,,使落入圈套,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
count,,計算、數,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
mix,,混合,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
type,,打字,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
cover,,覆蓋,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
move,,移動、搬家,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
use,,使用,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
cry,,哭泣、大叫,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
nod,,點頭,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
vote,,投票,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
cut,,切、砍、割,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
offer,,提供,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
walk,,走路,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
dial,,撥打,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
open,,打開,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
wave,,揮手,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
dig,,挖掘,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hug,,擁抱,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
deliver,,遞送,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
yell,,吼叫,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
drop,,掉落,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
paste,,貼上,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
mop,,拖地,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
elect,,選舉出,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
pause,,暫停,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
accept,,接受,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
enter,,進入,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
pick,,挑、撿選,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
add,,增加,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
exist,,存在,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
plant,,種植,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
admire,,羨慕、欽佩,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
feed,,餵食,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
print,,列印,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
advise,,給建議,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
agree,,同意,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
express,,表達,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
praise,,讚美,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
allow,,允許,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
fall,,掉、跌落,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
pray,,祈禱,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
apologize,,道歉,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
fill,,充滿,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
appear,,出現,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
find,,發現、找到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
promise,,答應、承諾,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
appreciate,,感激,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
fit,,使適合,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
provide,,提供,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
argue,,爭執(論),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
focus,,使集中,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
quit,,(+,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
arrange,,安排,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
form,,形成,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
raise,,舉起、扶養、飼養,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
assume,,假設、假想,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
gain,,得到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
reach,,抵達、伸出(手),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
attack,,攻擊,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
get,,得到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
receive,,收到,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
avoid,,避免 +,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
give,,給,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
refuse,,拒給、不准,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
become,,成為,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
handle,,處理、操作,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
reject,,拒絕、排斥,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
begin,,開始,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
happen,,發生,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
rent,,租用,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
belong,,(,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hide,,躲藏,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
respect,,尊敬,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
broadcast,,廣播,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
hurt,,使受傷,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
return,,返回、歸還,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
burst,,迸裂、爆發,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
improve,,改善,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
ruin,,破壞、毀壞,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
call,,打電話、叫,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
include,,包含,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
solve,,解決、溶解,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
calm,,使冷靜,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
ignore,,忽視,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
satisfy,,使滿意,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
cancel,,取消,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
increase,,增加,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
save,,節省、貯存,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
care,,關心、在意,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
indicate,,指示、表明,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
search,,搜尋,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
insist,,堅持,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
seem,,似乎、看來好像,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
compare,,比較,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
interrupt,,中斷、打擾,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
select,,挑選,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
complain,,抱怨,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
introduce,,介紹,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
sell,,賣,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
concern,,使關心,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
invent,,發明,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
send,,寄、送,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
continue,,繼續,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
invite,,邀請,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
serve,,服務,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
create,,創造,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
join,,參加、加入,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
share,,分享,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
date,,約會,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
show,,展現、秀,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
deal,,經營、處理,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
keep,,保持,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
sit,,坐(下),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
decide,,決定,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
lead,,引導,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
sleep,,睡覺,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
decrease,,減少,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
let,,讓(允許),,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
start,,開始,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
depend,,依靠,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
lie,,說謊、躺下,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
stay,,停留、暫待,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
describe,,描述、敘述,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
limit,,限制,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
stop,,停止,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
detect,,描寫,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
suggest,,建議,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
die,,死亡,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
match,,使成對,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
support,,支持,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
direct,,指揮、管理,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
mean,,意指,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
thank,,謝謝,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
disappear,,消失,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
discover,,發現,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
obey,,遵守,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
trust,,信任、信賴,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
discuss,,討論,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
omit,,省略、遺漏,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
try,,嘗試、試圖,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
emphasize,,強調,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
own,,擁有,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
visit,,拜訪、參觀,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
enjoy,,享受,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
pardon,,原諒、饒恕,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
wait,,等待,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
envy,,妒忌、羨慕,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
plan,,計畫,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
wake,,醒來、喚醒,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
excite,,使興奮,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
please,,請、使高興,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
waste,,浪費 (+,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
expect,,期待,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
pollute,,污染,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
welcome,,歡迎,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
able,,有能力的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
formal,,正式的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
absent,,缺席的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
former,,前者的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
afraid,,害怕的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
free,,免費的、自由的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
alike,,相像的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
fresh,,新鮮的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
alive,,活著的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
general,,一般的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
alone,,獨自的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
glad,,高興的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
great,,很棒的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
ancient,,古老的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
hard,,困難的、堅硬的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
asleep,,睡著的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
helpful,,有幫助的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
available,,可用的、有效的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
homesick,,想家的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
basic,,基本的、基礎的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
horrible,,悲慘的、可怕的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
bright,,明亮的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
important,,重要的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
broad,,寬廣的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
impossible,,不可能的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
classical,,古典的、經典的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
independent,,獨立的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
colorful,,多采多姿的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
instant,,立即的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
common,,普遍的、一般的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
interesting,,有趣的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
latest,,最新的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
convenient,,便利的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
latter,,後者的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
likely,,有可能的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
crowded,,擁擠的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
loud,,大聲的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
dangerous,,危險的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
lucky,,幸運的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
dark,,黑暗的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
magic,,神奇的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
dead,,死亡的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
main,,主要的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
dear,,親愛的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
major,,主要的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
different,,不同的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
marvelous,,非凡的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
difficult,,困難的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
minor,,較少的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
dirty,,髒的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
modern,,現代的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
double,,雙倍的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
national,,國內的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
easy,,簡易的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
necessary,,必須的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
electric,,電(動)的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
new,,新的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
else,,其他的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
negative,,否定的、負面的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
enough,,足夠的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
noisy,,吵雜的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
equal,,平等的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
only,,唯一的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
excellent,,傑出的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
ordinary,,尋常的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
false,,錯的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
fancy,,別緻的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
overseas,,海外的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
fantastic,,極好的、驚人的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
fair,,公平的、相當的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
peaceful,,和平的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
fashionable,,時髦的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
perfect,,完美的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
favorite,,最喜愛的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
personal,,個人的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
fine,,好的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
pleasant,,令人愉悅的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
foreign,,外國的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
popular,,受歡迎的,,,國小1200-其他動詞,2026-03-07,0,0,0,2.5,,0,
positive,,正面的、正向的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
social,,社會的、社交的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
always,,總是,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
possible,,有可能的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
whole,,全體的、整個的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
ever,,曾經,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
precious,,珍貴的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
wild,,野生的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
never,,從不,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
wonderful,,極好的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
often,,經常,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
primary,,主要的、初等的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
wrong,,錯的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
seldom,,很少,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
private,,私下的、私人的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
sometimes,,有時候,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
public,,公開的、公共的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
usually,,慣常地,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
quiet,,安靜的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
actually,,事實上,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
rare,,稀少的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
again,,再次,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
ready,,準備好的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
also,,也,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
real,,真實的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
away,,離開,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
regular,,有規律的、定期的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
too,,(放句尾),,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
responsible,,負責任的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
almost,,幾乎,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
altogether,,全然、總之,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
safe,,安全的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
especially,,尤其是,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
same,,一樣的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
even,,甚至,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
scared,,害怕的、被嚇到的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
finally,,最後的,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
secondary,,中等的、次要的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
hardly,,幾乎不,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
serious,,嚴重的、認真的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
least,,最少,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
sharp,,尖銳的、銳利的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
maybe,,或許,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
silent,,沉默的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
nearly,,幾乎,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
similar,,相似的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
perhaps,,或許,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
simple,,簡單的、單純的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
probably,,或許,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
single,,單一的、獨身的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
rather,,相當,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
skillful,,有技巧的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
really,,真地,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
sleepy,,想睡的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
so,,所以、也(倒裝),,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
sorry,,抱歉的、遺憾的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
still,,仍然、依然,,,國小1200-其他副詞,2026-03-07,0,0,0,2.5,,0,
special,,特別的、獨特的,,,國小1200-其他形容詞,2026-03-07,0,0,0,2.5,,0,
